ASV unite_kingdom unite_phylum unite_class unite_order unite_family unite_genus unite_species
ASV_ITS_01020 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Lachnellula s__fuscosanguinea
ASV_ITS_01021 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_01022 k__Fungi p__Basidiomycota c__Agaricomycetes o__Cantharellales f__Cantharellales_fam_Incertae_sedis g__Sistotrema s__oblongisporum
ASV_ITS_01023 k__Fungi NA NA NA NA NA NA
ASV_ITS_01024 k__Fungi NA NA NA NA NA NA
ASV_ITS_01025 k__Fungi p__Mortierellomycota c__Mortierellomycetes o__Mortierellales f__Mortierellaceae g__Mortierella NA
ASV_ITS_01026 k__Fungi p__Basidiomycota c__Agaricomycetes NA NA NA NA
ASV_ITS_01027 k__Fungi p__Basidiomycota c__Geminibasidiomycetes o__Geminibasidiales f__Geminibasidiaceae g__Basidioascus NA
ASV_ITS_01028 k__Fungi NA NA NA NA NA NA
ASV_ITS_01029 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01030 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01031 k__Fungi NA NA NA NA NA NA
ASV_ITS_01032 k__Fungi p__Mucoromycota c__Endogonomycetes o__GS22 NA NA NA
ASV_ITS_01033 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01034 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_01035 k__Fungi p__Ascomycota c__Dothideomycetes o__Capnodiales NA NA NA
ASV_ITS_01036 k__Fungi NA NA NA NA NA NA
ASV_ITS_01037 k__Fungi p__Basidiomycota c__Agaricomycetes o__Sebacinales f__Serendipitaceae NA NA
ASV_ITS_01038 k__Fungi NA NA NA NA NA NA
ASV_ITS_01039 k__Fungi NA NA NA NA NA NA
ASV_ITS_01040 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae g__Cladophialophora s__minutissima
ASV_ITS_01041 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Kriegeriales f__Kriegeriaceae g__Phenoliferia s__psychrophila
ASV_ITS_01042 k__Fungi p__Basidiomycota c__Tremellomycetes o__Filobasidiales f__Filobasidiaceae g__Heterocephalacria NA
ASV_ITS_01043 k__Fungi NA NA NA NA NA NA
ASV_ITS_01044 k__Fungi p__Basidiomycota c__Agaricomycetes o__Thelephorales f__Thelephoraceae g__Tomentella s__badia
ASV_ITS_01045 k__Fungi NA NA NA NA NA NA
ASV_ITS_01046 k__Fungi NA NA NA NA NA NA
ASV_ITS_01047 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiaceae g__Hymenoscyphus s__tetracladius
ASV_ITS_01048 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Microbotryomycetes_ord_Incertae_sedis f__Microbotryomycetes_fam_Incertae_sedis g__Curvibasidium s__pallidicorallinum
ASV_ITS_01049 k__Fungi NA NA NA NA NA NA
ASV_ITS_01050 k__Fungi p__Basidiomycota c__Agaricomycetes o__Atheliales f__Atheliaceae g__Athelia NA
ASV_ITS_01051 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Glutinomyces NA
ASV_ITS_01052 k__Fungi p__Basidiomycota c__Agaricomycetes NA NA NA NA
ASV_ITS_01053 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae NA NA
ASV_ITS_01054 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_01055 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01056 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01057 k__Fungi NA NA NA NA NA NA
ASV_ITS_01058 k__Fungi p__Ascomycota c__Dothideomycetes o__Capnodiales NA NA NA
ASV_ITS_01059 k__Fungi NA NA NA NA NA NA
ASV_ITS_01060 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Schizophyllaceae g__Schizophyllum s__commune
ASV_ITS_01061 k__Fungi NA NA NA NA NA NA
ASV_ITS_01062 k__Fungi NA NA NA NA NA NA
ASV_ITS_01063 k__Fungi p__Basidiomycota c__Cystobasidiomycetes o__Cystobasidiomycetes_ord_Incertae_sedis NA NA NA
ASV_ITS_01064 k__Fungi p__Ascomycota c__Dothideomycetes o__Dothideales NA NA NA
ASV_ITS_01065 k__Fungi p__Mortierellomycota c__Mortierellomycetes o__Mortierellales f__Mortierellaceae g__Mortierella NA
ASV_ITS_01066 k__Fungi p__Basidiomycota c__Tremellomycetes o__Tremellales f__Tremellaceae g__Tremella NA
ASV_ITS_01067 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae NA NA
ASV_ITS_01068 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Pezoloma s__ericae
ASV_ITS_01069 k__Fungi NA NA NA NA NA NA
ASV_ITS_01070 k__Fungi NA NA NA NA NA NA
ASV_ITS_01071 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_01072 k__Fungi p__Ascomycota c__Leotiomycetes o__Rhytismatales f__Rhytismataceae g__Lophodermium NA
ASV_ITS_01073 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Strophariaceae g__Galerina s__hybrida
ASV_ITS_01074 k__Fungi NA NA NA NA NA NA
ASV_ITS_01075 k__Fungi p__Rozellomycota c__Rozellomycotina_cls_Incertae_sedis o__Branch01 NA NA NA
ASV_ITS_01076 k__Fungi p__Basidiomycota c__Agaricomycetes NA NA NA NA
ASV_ITS_01077 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae NA NA
ASV_ITS_01078 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_01079 k__Fungi NA NA NA NA NA NA
ASV_ITS_01080 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_01081 k__Fungi NA NA NA NA NA NA
ASV_ITS_01082 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01083 k__Fungi p__Ascomycota c__Orbiliomycetes o__Orbiliales f__Orbiliaceae g__Amphosoma s__persooniae
ASV_ITS_01084 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01085 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Pleurotaceae g__Nematoctonus s__tylosporus
ASV_ITS_01086 k__Fungi NA NA NA NA NA NA
ASV_ITS_01087 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_01088 k__Fungi NA NA NA NA NA NA
ASV_ITS_01089 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01090 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Kriegeriales f__Kriegeriaceae g__Kriegeria s__eriophori
ASV_ITS_01091 k__Fungi NA NA NA NA NA NA
ASV_ITS_01092 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Microbotryomycetes_ord_Incertae_sedis f__Chrysozymaceae NA NA
ASV_ITS_01093 k__Fungi p__Basidiomycota c__Agaricomycetes NA NA NA NA
ASV_ITS_01094 k__Fungi NA NA NA NA NA NA
ASV_ITS_01095 k__Fungi p__Basidiomycota c__Agaricomycetes o__Sebacinales f__Serendipitaceae g__Serendipita NA
ASV_ITS_01096 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01097 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_01098 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01099 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae NA NA
ASV_ITS_01100 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Lachnum NA
ASV_ITS_01101 k__Fungi p__Ascomycota c__Dothideomycetes o__Venturiales f__Venturiaceae g__Venturia NA
ASV_ITS_01102 k__Fungi NA NA NA NA NA NA
ASV_ITS_01103 k__Fungi p__Basidiomycota c__Agaricomycetes o__Sebacinales f__Serendipitaceae g__Serendipita NA
ASV_ITS_01104 k__Fungi NA NA NA NA NA NA
ASV_ITS_01105 k__Fungi NA NA NA NA NA NA
ASV_ITS_01106 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_01107 k__Fungi NA NA NA NA NA NA
ASV_ITS_01108 k__Fungi p__Ascomycota c__Sordariomycetes NA NA NA NA
ASV_ITS_01109 k__Fungi NA NA NA NA NA NA
ASV_ITS_01110 k__Fungi NA NA NA NA NA NA
ASV_ITS_01111 k__Fungi p__Ascomycota c__Arthoniomycetes o__Lichenostigmatales f__Phaeococcomycetaceae g__Phaeococcomyces NA
ASV_ITS_01112 k__Fungi NA NA NA NA NA NA
ASV_ITS_01113 k__Fungi NA NA NA NA NA NA
ASV_ITS_01114 k__Fungi NA NA NA NA NA NA
ASV_ITS_01115 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiaceae g__Ascocoryne s__turficola
ASV_ITS_01116 k__Fungi NA NA NA NA NA NA
ASV_ITS_01117 k__Fungi NA NA NA NA NA NA
ASV_ITS_01118 k__Fungi NA NA NA NA NA NA
ASV_ITS_01119 k__Fungi p__Basidiomycota c__Tremellomycetes o__Tremellales NA NA NA
ASV_ITS_01120 k__Fungi p__Ascomycota c__Eurotiomycetes o__Chaetothyriales NA NA NA
ASV_ITS_01121 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Kriegeriales f__Kriegeriaceae g__Phenoliferia s__psychrophila
ASV_ITS_01122 k__Fungi NA NA NA NA NA NA
ASV_ITS_01123 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Dwayaangam s__colodena
ASV_ITS_01124 k__Fungi NA NA NA NA NA NA
ASV_ITS_01125 k__Fungi p__Ascomycota c__Sordariomycetes o__Hypocreales NA NA NA
ASV_ITS_01126 k__Fungi p__Ascomycota c__Leotiomycetes o__Thelebolales f__Pseudeurotiaceae g__Pseudogymnoascus s__destructans
ASV_ITS_01127 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01128 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Tricholomataceae g__Mycena s__epipterygia
ASV_ITS_01129 k__Fungi NA NA NA NA NA NA
ASV_ITS_01130 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Hyaloscypha NA
ASV_ITS_01131 k__Fungi p__Basidiomycota c__Tremellomycetes NA NA NA NA
ASV_ITS_01132 k__Fungi p__Chytridiomycota NA NA NA NA NA
ASV_ITS_01133 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01134 k__Fungi NA NA NA NA NA NA
ASV_ITS_01135 k__Fungi NA NA NA NA NA NA
ASV_ITS_01136 k__Fungi NA NA NA NA NA NA
ASV_ITS_01137 k__Fungi NA NA NA NA NA NA
ASV_ITS_01138 k__Fungi NA NA NA NA NA NA
ASV_ITS_01139 k__Fungi NA NA NA NA NA NA
ASV_ITS_01140 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_01141 k__Fungi NA NA NA NA NA NA
ASV_ITS_01142 k__Fungi NA NA NA NA NA NA
ASV_ITS_01143 k__Fungi p__Ascomycota c__Dothideomycetes o__Venturiales f__Sympoventuriaceae NA NA
ASV_ITS_01144 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Lachnellula s__fuscosanguinea
ASV_ITS_01145 k__Fungi NA NA NA NA NA NA
ASV_ITS_01146 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Alatospora s__pulchella
ASV_ITS_01147 k__Fungi NA NA NA NA NA NA
ASV_ITS_01148 k__Fungi NA NA NA NA NA NA
ASV_ITS_01149 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_01150 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Glutinomyces NA
ASV_ITS_01151 k__Fungi p__Ascomycota c__Dothideomycetes o__Mytilinidales f__Gloniaceae g__Cenococcum NA
ASV_ITS_01152 k__Fungi NA NA NA NA NA NA
ASV_ITS_01153 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiaceae NA NA
ASV_ITS_01154 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01155 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Leotiaceae g__Gorgomyces s__hungaricus
ASV_ITS_01156 k__Fungi NA NA NA NA NA NA
ASV_ITS_01157 k__Fungi p__Basidiomycota c__Agaricomycetes o__Cantharellales f__Clavulinaceae NA NA
ASV_ITS_01158 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Dermateaceae g__Pezicula NA
ASV_ITS_01159 k__Fungi NA NA NA NA NA NA
ASV_ITS_01160 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius NA
ASV_ITS_01161 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01162 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01163 k__Fungi NA NA NA NA NA NA
ASV_ITS_01164 k__Fungi NA NA NA NA NA NA
ASV_ITS_01165 k__Fungi NA NA NA NA NA NA
ASV_ITS_01166 k__Fungi NA NA NA NA NA NA
ASV_ITS_01167 k__Fungi NA NA NA NA NA NA
ASV_ITS_01168 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01169 k__Fungi NA NA NA NA NA NA
ASV_ITS_01170 k__Fungi NA NA NA NA NA NA
ASV_ITS_01171 k__Fungi NA NA NA NA NA NA
ASV_ITS_01172 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Cortinariaceae g__Cortinarius s__camphoratus
ASV_ITS_01173 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01174 k__Fungi p__Basidiomycota c__Agaricomycetes o__Cantharellales f__Cantharellales_fam_Incertae_sedis g__Sistotrema NA
ASV_ITS_01175 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01176 k__Fungi NA NA NA NA NA NA
ASV_ITS_01177 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_01178 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Dermateaceae g__Calloria NA
ASV_ITS_01179 k__Fungi NA NA NA NA NA NA
ASV_ITS_01180 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Hyaloscyphaceae g__Gyoerffyella NA
ASV_ITS_01181 k__Fungi p__Basidiomycota NA NA NA NA NA
ASV_ITS_01182 k__Fungi p__Ascomycota c__Dothideomycetes o__Capnodiales f__Cladosporiaceae g__Rachicladosporium NA
ASV_ITS_01183 k__Fungi p__Ascomycota c__Sordariomycetes NA NA NA NA
ASV_ITS_01184 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales f__Helotiaceae g__Hymenoscyphus NA
ASV_ITS_01185 k__Fungi NA NA NA NA NA NA
ASV_ITS_01186 k__Fungi p__Ascomycota c__Dothideomycetes o__Capnodiales f__Cladosporiaceae g__Cladosporium s__delicatulum
ASV_ITS_01187 k__Fungi NA NA NA NA NA NA
ASV_ITS_01188 k__Fungi NA NA NA NA NA NA
ASV_ITS_01189 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_01190 k__Fungi p__Ascomycota c__Leotiomycetes NA NA NA NA
ASV_ITS_01191 k__Fungi p__Ascomycota c__Leotiomycetes o__Helotiales NA NA NA
ASV_ITS_01192 k__Fungi NA NA NA NA NA NA
ASV_ITS_01193 k__Fungi p__Mortierellomycota c__Mortierellomycetes o__Mortierellales f__Mortierellaceae g__Mortierella s__macrocystis
ASV_ITS_01194 k__Fungi p__Basidiomycota c__Agaricomycetes o__Hymenochaetales f__Hymenochaetales_fam_Incertae_sedis g__Trichaptum s__abietinum
ASV_ITS_01195 k__Fungi NA NA NA NA NA NA
ASV_ITS_01196 k__Fungi p__Basidiomycota c__Agaricomycetes o__Agaricales f__Hydnangiaceae g__Laccaria NA
ASV_ITS_01197 k__Fungi p__Rozellomycota NA NA NA NA NA
ASV_ITS_01198 k__Fungi p__Ascomycota c__Dothideomycetes NA NA NA NA
ASV_ITS_01199 k__Fungi p__Basidiomycota c__Microbotryomycetes o__Kriegeriales f__Kriegeriaceae g__Kriegeria s__eriophori
ASV_ITS_01200 k__Fungi NA NA NA NA NA NA
ASV_ITS_01201 k__Fungi p__Ascomycota c__Pezizomycetes o__Pezizales f__Pyronemataceae g__Scutellinia NA
ASV_ITS_01202 k__Fungi p__Ascomycota NA NA NA NA NA
ASV_ITS_01203 k__Fungi NA NA NA NA NA NA
ASV_ITS_01204 k__Fungi NA NA NA NA NA NA
ASV_ITS_01205 k__Fungi NA NA NA NA NA NA
ASV_ITS_01206 k__Fungi NA NA NA NA NA NA
ASV_ITS_01207 k__Fungi NA NA NA NA NA NA
ASV_ITS_01208 k__Fungi NA NA NA NA NA NA
ASV_ITS_01209 k__Fungi NA NA NA NA NA NA
ASV_ITS_01210 k__Fungi NA NA NA NA NA NA
ASV_ITS_01211 k__Fungi NA NA NA NA NA NA
ASV_ITS_01212 k__Fungi p__Basidiomycota c__Agaricomycetes o__Russulales f__Russulaceae g__Russula s__vinososordida
ASV_ITS_01213 k__Fungi NA NA NA NA NA NA
ASV_ITS_01214 k__Fungi NA NA NA NA NA NA
ASV_ITS_01215 k__Fungi NA NA NA NA NA NA
ASV_ITS_01216 k__Fungi NA NA NA NA NA NA
ASV_ITS_01217 k__Fungi NA NA NA NA NA NA
